age (years),1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
68,1127.49,1114.03,1100.73,1087.59,1074.6,1061.77,1049.09,1036.57,1024.19,1011.96,999.87,987.93,976.13,964.47,952.94,941.56,930.31,919.2,908.21,897.36,886.64,876.04,865.57,855.23,845.0,834.9,824.92,815.06,805.32,795.69,786.18,776.78,767.49,758.31,749.25,740.29,731.43,722.69,714.04,705.5,697.07,688.73,680.49,672.35,664.31,656.36,648.51,640.75,633.08,625.51,618.02,610.63,603.32,596.1,588.97,581.92,574.96,568.08,561.28,554.56,547.92,541.36,534.88,528.48,522.15,515.9,509.73,503.62,497.6,491.64,485.75,479.94,474.19,468.51,462.91,457.36,451.89,446.48,441.13,435.85,430.63,425.48,420.38,415.35,410.38,405.47,400.61,395.82
69,1223.33,1208.74,1194.31,1180.06,1165.98,1152.06,1138.31,1124.72,1111.3,1098.03,1084.92,1071.97,1059.17,1046.52,1034.03,1021.68,1009.47,997.42,985.5,973.73,962.1,950.61,939.25,928.03,916.94,905.98,895.16,884.46,873.89,863.45,853.13,842.93,832.85,822.9,813.06,803.34,793.74,784.25,774.87,765.61,756.45,747.41,738.47,729.64,720.91,712.29,703.77,695.35,687.04,678.82,670.7,662.67,654.75,646.91,639.17,631.53,623.97,616.5,609.13,601.84,594.64,587.52,580.49,573.54,566.68,559.9,553.2,546.57,540.03,533.57,527.18,520.87,514.64,508.48,502.39,496.38,490.44,484.57,478.77,473.04,467.38,461.78,456.25,450.79,445.4,440.07,434.8,429.6
70,1330.23,1314.36,1298.69,1283.2,1267.89,1252.77,1237.82,1223.05,1208.46,1194.04,1179.79,1165.71,1151.8,1138.05,1124.47,1111.04,1097.78,1084.67,1071.72,1058.93,1046.28,1033.79,1021.44,1009.24,997.19,985.28,973.51,961.88,950.39,939.04,927.82,916.73,905.78,894.95,884.26,873.69,863.25,852.93,842.74,832.66,822.71,812.88,803.16,793.56,784.07,774.69,765.43,756.28,747.24,738.3,729.47,720.75,712.13,703.61,695.19,686.88,678.66,670.54,662.52,654.6,646.77,639.03,631.38,623.83,616.36,608.99,601.7,594.5,587.39,580.36,573.41,566.55,559.77,553.08,546.46,539.92,533.46,527.07,520.77,514.54,508.38,502.3,496.28,490.35,484.48,478.68,472.95,467.29
71,1449.77,1432.49,1415.41,1398.54,1381.87,1365.39,1349.11,1333.02,1317.12,1301.42,1285.89,1270.56,1255.4,1240.42,1225.62,1211.0,1196.55,1182.27,1168.16,1154.22,1140.44,1126.83,1113.38,1100.09,1086.96,1073.98,1061.15,1048.48,1035.96,1023.59,1011.37,999.29,987.35,975.56,963.9,952.39,941.01,929.77,918.66,907.68,896.84,886.12,875.53,865.07,854.73,844.51,834.42,824.44,814.59,804.85,795.23,785.72,776.33,767.04,757.87,748.81,739.86,731.01,722.27,713.63,705.09,696.66,688.33,680.09,671.96,663.92,655.98,648.13,640.38,632.72,625.15,617.67,610.28,602.98,595.77,588.64,581.6,574.64,567.77,560.97,554.26,547.63,541.08,534.61,528.21,521.9,515.65,509.48
72,1584.13,1565.26,1546.61,1528.19,1509.98,1491.99,1474.21,1456.64,1439.28,1422.12,1405.17,1388.42,1371.87,1355.51,1339.34,1323.37,1307.59,1291.99,1276.58,1261.36,1246.31,1231.44,1216.75,1202.23,1187.88,1173.71,1159.7,1145.86,1132.18,1118.67,1105.31,1092.12,1079.08,1066.19,1053.46,1040.88,1028.45,1016.17,1004.04,992.04,980.19,968.49,956.92,945.48,934.19,923.03,912.0,901.1,890.33,879.69,869.18,858.79,848.53,838.38,828.36,818.46,808.68,799.01,789.46,780.02,770.69,761.48,752.37,743.37,734.49,725.7,717.02,708.45,699.98,691.61,683.34,675.16,667.09,659.11,651.23,643.44,635.75,628.15,620.63,613.21,605.88,598.63,591.47,584.4,577.41,570.51,563.69,556.94
73,1735.38,1714.73,1694.32,1674.14,1654.21,1634.51,1615.05,1595.81,1576.81,1558.02,1539.46,1521.12,1503.0,1485.09,1467.39,1449.9,1432.62,1415.55,1398.67,1382.0,1365.52,1349.24,1333.15,1317.25,1301.54,1286.02,1270.68,1255.52,1240.54,1225.74,1211.11,1196.66,1182.38,1168.27,1154.33,1140.55,1126.94,1113.49,1100.19,1087.06,1074.08,1061.26,1048.58,1036.06,1023.69,1011.46,999.38,987.45,975.65,964.0,952.48,941.1,929.86,918.75,907.77,896.92,886.2,875.61,865.15,854.81,844.59,834.5,824.52,814.67,804.93,795.3,785.8,776.4,767.12,757.95,748.89,739.94,731.1,722.36,713.72,705.19,696.76,688.43,680.2,672.07,664.04,656.1,648.25,640.51,632.85,625.28,617.81,610.42
74,1905.23,1882.57,1860.18,1838.05,1816.18,1794.57,1773.22,1752.11,1731.26,1710.65,1690.29,1670.16,1650.28,1630.63,1611.21,1592.02,1573.06,1554.32,1535.8,1517.5,1499.42,1481.56,1463.9,1446.45,1429.21,1412.18,1395.34,1378.71,1362.27,1346.02,1329.97,1314.11,1298.44,1282.95,1267.65,1252.53,1237.59,1222.82,1208.23,1193.81,1179.57,1165.49,1151.58,1137.83,1124.25,1110.83,1097.57,1084.47,1071.52,1058.73,1046.08,1033.59,1021.25,1009.05,997.0,985.09,973.32,961.7,950.21,938.86,927.64,916.56,905.6,894.78,884.09,873.53,863.09,852.78,842.59,832.52,822.57,812.74,803.03,793.44,783.96,774.59,765.33,756.19,747.15,738.23,729.4,720.69,712.08,703.57,695.16,686.86,678.65,670.54
75,2095.15,2070.25,2045.65,2021.33,1997.31,1973.56,1950.1,1926.91,1903.99,1881.35,1858.97,1836.86,1815.0,1793.41,1772.07,1750.98,1730.14,1709.54,1689.19,1669.08,1649.21,1629.57,1610.17,1590.99,1572.04,1553.31,1534.81,1516.52,1498.45,1480.6,1462.95,1445.52,1428.29,1411.26,1394.44,1377.81,1361.39,1345.15,1329.11,1313.26,1297.6,1282.12,1266.83,1251.72,1236.78,1222.03,1207.45,1193.04,1178.8,1164.73,1150.83,1137.1,1123.52,1110.11,1096.86,1083.76,1070.82,1058.04,1045.4,1032.92,1020.58,1008.4,996.35,984.45,972.7,961.08,949.6,938.26,927.05,915.98,905.04,894.23,883.55,873.0,862.58,852.27,842.1,832.04,822.1,812.28,802.58,793.0,783.53,774.17,764.92,755.79,746.76,737.84
76,2305.9,2278.53,2251.47,2224.74,2198.32,2172.21,2146.41,2120.91,2095.71,2070.81,2046.2,2021.88,1997.85,1974.1,1950.63,1927.43,1904.51,1881.86,1859.48,1837.36,1815.5,1793.9,1772.55,1751.45,1730.61,1710.01,1689.65,1669.54,1649.66,1630.01,1610.6,1591.42,1572.47,1553.73,1535.22,1516.93,1498.86,1481.0,1463.35,1445.91,1428.67,1411.64,1394.82,1378.19,1361.76,1345.52,1329.47,1313.62,1297.95,1282.47,1267.17,1252.06,1237.12,1222.36,1207.77,1193.36,1179.12,1165.05,1151.14,1137.41,1123.83,1110.41,1097.16,1084.06,1071.12,1058.34,1045.71,1033.22,1020.89,1008.7,996.66,984.77,973.01,961.4,949.92,938.58,927.38,916.31,905.37,894.57,883.89,873.34,862.91,852.61,842.44,832.38,822.45,812.63
77,2503.41,2473.73,2444.39,2415.4,2386.75,2358.43,2330.44,2302.79,2275.46,2248.45,2221.75,2195.37,2169.3,2143.54,2118.08,2092.91,2068.05,2043.47,2019.19,1995.19,1971.48,1948.04,1924.88,1901.99,1879.37,1857.02,1834.93,1813.1,1791.53,1770.22,1749.15,1728.34,1707.77,1687.44,1667.35,1647.5,1627.88,1608.5,1589.34,1570.42,1551.71,1533.23,1514.96,1496.91,1479.08,1461.45,1444.04,1426.83,1409.82,1393.01,1376.41,1360.0,1343.78,1327.76,1311.93,1296.28,1280.82,1265.54,1250.45,1235.53,1220.79,1206.23,1191.84,1177.62,1163.58,1149.69,1135.98,1122.43,1109.04,1095.81,1082.74,1069.82,1057.06,1044.45,1031.99,1019.68,1007.52,995.5,983.62,971.89,960.29,948.84,937.52,926.34,915.29,904.37,893.58,882.92
78,2759.5,2726.82,2694.52,2662.6,2631.05,2599.87,2569.06,2538.61,2508.51,2478.76,2449.37,2420.32,2391.61,2363.23,2335.19,2307.48,2280.09,2253.03,2226.28,2199.85,2173.72,2147.91,2122.4,2097.18,2072.27,2047.64,2023.31,1999.26,1975.5,1952.02,1928.81,1905.87,1883.21,1860.81,1838.68,1816.81,1795.19,1773.83,1752.73,1731.87,1711.26,1690.89,1670.76,1650.87,1631.21,1611.79,1592.59,1573.63,1554.88,1536.36,1518.06,1499.97,1482.1,1464.44,1446.99,1429.75,1412.7,1395.86,1379.23,1362.78,1346.54,1330.49,1314.63,1298.95,1283.47,1268.17,1253.05,1238.11,1223.36,1208.77,1194.36,1180.12,1166.06,1152.16,1138.42,1124.85,1111.44,1098.19,1085.1,1072.17,1059.38,1046.76,1034.28,1021.95,1009.77,997.73,985.83,974.08
79,3046.68,3010.65,2975.04,2939.84,2905.06,2870.68,2836.7,2803.12,2769.93,2737.12,2704.7,2672.67,2641.0,2609.71,2578.78,2548.21,2518.0,2488.15,2458.64,2429.48,2400.66,2372.18,2344.04,2316.22,2288.73,2261.56,2234.72,2208.18,2181.96,2156.05,2130.44,2105.13,2080.13,2055.41,2030.98,2006.85,1982.99,1959.42,1936.13,1913.11,1890.36,1867.88,1845.66,1823.7,1802.01,1780.57,1759.38,1738.45,1717.76,1697.31,1677.11,1657.14,1637.41,1617.91,1598.65,1579.61,1560.8,1542.2,1523.83,1505.68,1487.75,1470.03,1452.52,1435.22,1418.12,1401.23,1384.54,1368.05,1351.75,1335.65,1319.74,1304.02,1288.49,1273.14,1257.97,1242.99,1228.18,1213.55,1199.1,1184.82,1170.7,1156.76,1142.98,1129.37,1115.91,1102.62,1089.49,1076.51
80,3371.86,3332.05,3292.7,3253.8,3215.36,3177.37,3139.81,3102.7,3066.01,3029.76,2993.92,2958.51,2923.51,2888.91,2854.72,2820.93,2787.53,2754.52,2721.9,2689.66,2657.79,2626.3,2595.18,2564.42,2534.02,2503.98,2474.29,2444.95,2415.95,2387.29,2358.97,2330.97,2303.31,2275.97,2248.96,2222.26,2195.87,2169.79,2144.02,2118.56,2093.39,2068.52,2043.94,2019.65,1995.65,1971.92,1948.48,1925.32,1902.42,1879.8,1857.44,1835.35,1813.52,1791.94,1770.62,1749.55,1728.73,1708.16,1687.83,1667.74,1647.89,1628.28,1608.91,1589.76,1570.84,1552.15,1533.67,1515.42,1497.39,1479.57,1461.96,1444.56,1427.37,1410.38,1393.6,1377.01,1360.63,1344.44,1328.44,1312.63,1297.01,1281.57,1266.32,1251.25,1236.36,1221.64,1207.11,1192.74
81,3712.87,3669.11,3625.85,3583.1,3540.84,3499.08,3457.79,3416.99,3376.66,3336.79,3297.39,3258.45,3219.96,3181.92,3144.32,3107.15,3070.42,3034.12,2998.24,2962.78,2927.73,2893.09,2858.85,2825.02,2791.58,2758.52,2725.86,2693.58,2661.67,2630.14,2598.97,2568.17,2537.73,2507.65,2477.92,2448.54,2419.5,2390.8,2362.44,2334.41,2306.71,2279.33,2252.28,2225.54,2199.12,2173.01,2147.2,2121.7,2096.5,2071.59,2046.98,2022.66,1998.62,1974.87,1951.39,1928.19,1905.27,1882.62,1860.24,1838.12,1816.27,1794.68,1773.34,1752.26,1731.43,1710.85,1690.51,1670.41,1650.55,1630.93,1611.54,1592.39,1573.45,1554.75,1536.27,1518.0,1499.96,1482.12,1464.5,1447.09,1429.89,1412.89,1396.1,1379.5,1363.1,1346.89,1330.88,1315.06
82,4139.3,4090.62,4042.5,3994.93,3947.92,3901.44,3855.5,3810.09,3765.21,3720.84,3676.99,3633.65,3590.8,3548.46,3506.6,3465.23,3424.34,3383.92,3343.97,3304.49,3265.46,3226.89,3188.77,3151.09,3113.85,3077.04,3040.66,3004.7,2969.17,2934.04,2899.33,2865.02,2831.11,2797.6,2764.48,2731.74,2699.39,2667.42,2635.82,2604.59,2573.72,2543.22,2513.07,2483.28,2453.83,2424.73,2395.97,2367.55,2339.46,2311.7,2284.27,2257.15,2230.36,2203.88,2177.71,2151.86,2126.31,2101.06,2076.11,2051.46,2027.1,2003.03,1979.25,1955.75,1932.53,1909.58,1886.91,1864.51,1842.37,1820.49,1798.88,1777.52,1756.41,1735.56,1714.95,1694.59,1674.47,1654.58,1634.94,1615.52,1596.34,1577.39,1558.66,1540.15,1521.87,1503.8,1485.94,1468.3
83,4626.99,4572.7,4519.04,4465.99,4413.55,4361.71,4310.47,4259.82,4209.75,4160.26,4111.33,4062.97,4015.17,3967.92,3921.21,3875.04,3829.41,3784.3,3739.72,3695.65,3652.09,3609.03,3566.47,3524.41,3482.83,3441.73,3401.12,3360.97,3321.29,3282.07,3243.3,3204.99,3167.12,3129.69,3092.7,3056.14,3020.0,2984.28,2948.98,2914.1,2879.62,2845.54,2811.86,2778.57,2745.67,2713.15,2681.02,2649.26,2617.87,2586.85,2556.19,2525.89,2495.95,2466.36,2437.11,2408.22,2379.66,2351.45,2323.57,2296.02,2268.8,2241.9,2215.31,2189.05,2163.09,2137.45,2112.1,2087.06,2062.31,2037.86,2013.7,1989.82,1966.23,1942.92,1919.88,1897.12,1874.62,1852.4,1830.43,1808.73,1787.29,1766.09,1745.15,1724.46,1704.02,1683.81,1663.85,1644.12
84,5180.22,5119.61,5059.69,5000.46,4941.9,4884.01,4826.78,4770.21,4714.28,4659.0,4604.34,4550.32,4496.91,4444.12,4391.93,4340.34,4289.34,4238.93,4189.1,4139.85,4091.16,4043.03,3995.46,3948.43,3901.95,3856.01,3810.59,3765.7,3721.33,3677.47,3634.12,3591.28,3548.92,3507.06,3465.69,3424.79,3384.37,3344.42,3304.93,3265.9,3227.32,3189.19,3151.51,3114.26,3077.45,3041.06,3005.1,2969.56,2934.43,2899.71,2865.4,2831.49,2797.97,2764.85,2732.12,2699.78,2667.82,2636.24,2605.04,2574.2,2543.73,2513.62,2483.86,2454.46,2425.41,2396.7,2368.33,2340.29,2312.59,2285.22,2258.17,2231.43,2205.02,2178.92,2153.13,2127.64,2102.45,2077.57,2052.97,2028.67,2004.66,1980.93,1957.48,1934.31,1911.41,1888.79,1866.43,1844.34
85,5801.1,5733.44,5666.54,5600.41,5535.02,5470.38,5406.47,5343.29,5280.82,5219.07,5158.02,5097.66,5038.0,4979.01,4920.7,4863.05,4806.06,4749.73,4694.03,4638.98,4584.56,4530.76,4477.57,4425.0,4373.03,4321.66,4270.88,4220.68,4171.06,4122.02,4073.53,4025.61,3978.24,3931.41,3885.13,3839.37,3794.15,3749.45,3705.27,3661.6,3618.43,3575.76,3533.59,3491.91,3450.71,3409.98,3369.73,3329.95,3290.63,3251.77,3213.35,3175.39,3137.87,3100.8,3064.16,3027.96,2992.18,2956.83,2921.89,2887.37,2853.26,2819.55,2786.23,2753.31,2720.78,2688.64,2656.87,2625.48,2594.46,2563.8,2533.51,2503.58,2474.0,2444.77,2415.88,2387.34,2359.13,2331.26,2303.72,2276.5,2249.6,2223.02,2196.76,2170.8,2145.15,2119.81,2094.76,2070.01
86,6488.99,6413.57,6339.0,6265.27,6192.37,6120.29,6049.03,5978.56,5908.9,5840.02,5771.92,5704.59,5638.02,5572.21,5507.14,5442.82,5379.22,5316.35,5254.19,5192.74,5131.99,5071.93,5012.56,4953.86,4895.84,4838.47,4781.77,4725.71,4670.29,4615.51,4561.35,4507.82,4454.9,4402.59,4350.88,4299.76,4249.23,4199.28,4149.91,4101.11,4052.86,4005.18,3958.04,3911.45,3865.39,3819.87,3774.87,3730.4,3686.43,3642.98,3600.03,3557.58,3515.64,3474.19,3433.23,3392.75,3352.75,3313.22,3274.16,3235.56,3197.41,3159.71,3122.46,3085.64,3049.26,3013.31,2977.79,2942.68,2907.98,2873.7,2839.82,2806.34,2773.25,2740.55,2708.24,2676.31,2644.76,2613.58,2582.76,2552.31,2522.22,2492.48,2463.1,2434.06,2405.36,2377.0,2348.97,2321.28
87,7244.6,7160.73,7077.79,6995.78,6914.68,6834.49,6755.2,6676.79,6599.27,6522.61,6446.81,6371.87,6297.77,6224.5,6152.06,6080.43,6009.62,5939.6,5870.37,5801.93,5734.26,5667.36,5601.21,5535.82,5471.17,5407.25,5344.06,5281.58,5219.82,5158.76,5098.4,5038.72,4979.73,4921.41,4863.75,4806.76,4750.41,4694.71,4639.65,4585.22,4531.41,4478.22,4425.64,4373.67,4322.29,4271.5,4221.3,4171.67,4122.61,4074.12,4026.2,3978.85,3932.05,3885.8,3840.09,3794.93,3750.29,3706.18,3662.59,3619.51,3576.94,3534.86,3493.29,3452.2,3411.59,3371.47,3331.81,3292.62,3253.89,3215.62,3177.8,3140.42,3103.48,3066.98,3030.91,2995.26,2960.03,2925.21,2890.81,2856.8,2823.2,2790.0,2757.18,2724.75,2692.7,2661.03,2629.73,2598.8
88,8076.39,7983.29,7891.22,7800.17,7710.12,7621.07,7533.01,7445.93,7359.82,7274.66,7190.45,7107.18,7024.84,6943.42,6862.91,6783.3,6704.58,6626.74,6549.77,6473.67,6398.43,6324.03,6250.47,6177.73,6105.82,6034.71,5964.41,5894.91,5826.18,5758.24,5691.07,5624.65,5558.99,5494.08,5429.9,5366.45,5303.72,5241.71,5180.4,5119.79,5059.87,5000.63,4942.07,4884.18,4826.95,4770.38,4714.45,4659.16,4604.51,4550.49,4497.11,4444.36,4392.23,4340.7,4289.78,4239.46,4189.73,4140.58,4092.01,4044.01,3996.57,3949.69,3903.36,3857.57,3812.32,3767.6,3723.4,3679.72,3636.56,3593.9,3551.74,3510.08,3468.9,3428.21,3387.99,3348.25,3308.97,3270.16,3231.8,3193.89,3156.42,3119.39,3082.8,3046.64,3010.9,2975.58,2940.67,2906.18
89,8993.65,8890.47,8788.42,8687.49,8587.67,8488.94,8391.29,8294.72,8199.21,8104.75,8011.34,7918.96,7827.6,7737.25,7647.9,7559.54,7472.16,7385.76,7300.31,7215.82,7132.27,7049.64,6967.95,6887.16,6807.28,6728.29,6650.19,6572.96,6496.6,6421.09,6346.44,6272.62,6199.64,6127.48,6056.13,5985.59,5915.84,5846.89,5778.71,5711.3,5644.66,5578.77,5513.63,5449.23,5385.56,5322.62,5260.39,5198.87,5138.06,5077.97,5018.59,4959.89,4901.89,4844.56,4787.9,4731.9,4676.56,4621.87,4567.82,4514.4,4461.6,4409.42,4357.85,4306.88,4256.51,4206.73,4157.54,4108.91,4060.86,4013.37,3966.43,3920.04,3874.19,3828.89,3784.11,3739.85,3696.11,3652.88,3610.16,3567.94,3526.21,3484.97,3444.22,3403.94,3364.13,3324.78,3285.9,3247.47
90,9997.34,9883.27,9770.42,9658.8,9548.39,9439.17,9331.14,9224.29,9118.6,9014.07,8910.67,8808.41,8707.26,8607.22,8508.28,8410.43,8313.65,8217.94,8123.28,8029.66,7937.08,7845.52,7754.98,7665.44,7576.89,7489.32,7402.73,7317.1,7232.42,7148.68,7065.88,6984.01,6903.04,6822.99,6743.82,6665.55,6588.15,6511.62,6435.95,6361.13,6287.16,6214.01,6141.69,6070.18,5999.48,5929.58,5860.47,5792.17,5724.66,5657.94,5591.99,5526.81,5462.4,5398.73,5335.81,5273.62,5212.15,5151.4,5091.36,5032.02,4973.37,4915.4,4858.11,4801.49,4745.53,4690.22,4635.55,4581.52,4528.12,4475.35,4423.19,4371.63,4320.68,4270.32,4220.55,4171.36,4122.74,4074.69,4027.2,3980.26,3933.87,3888.02,3842.7,3797.91,3753.65,3709.9,3666.66,3623.92
91,11301.31,11179.67,11059.25,10940.05,10822.07,10705.28,10589.67,10475.25,10361.99,10249.89,10138.93,10029.11,9920.41,9812.83,9706.36,9600.98,9496.69,9393.47,9291.32,9190.22,9090.17,8991.16,8893.17,8796.21,8700.25,8605.29,8511.32,8418.33,8326.31,8235.25,8145.14,8055.98,7967.76,7880.46,7794.07,7708.6,7624.03,7540.34,7457.54,7375.61,7294.55,7214.35,7134.99,7056.48,6978.8,6901.94,6825.93,6750.76,6676.41,6602.88,6530.17,6458.25,6387.12,6316.78,6247.22,6178.42,6110.37,6043.08,5976.53,5910.71,5845.61,5781.24,5717.57,5654.6,5592.33,5530.74,5469.83,5409.59,5350.01,5291.09,5232.82,5175.19,5118.2,5061.83,5006.09,4950.95,4896.43,4842.5,4789.17,4736.43,4684.27,4632.68,4581.66,4531.2,4481.3,4431.95,4383.14,4334.87
92,12644.52,12516.62,12389.92,12264.41,12140.09,12016.94,11894.96,11774.14,11654.46,11535.92,11418.51,11302.22,11187.05,11072.97,10959.98,10848.08,10737.25,10627.49,10518.79,10411.13,10304.51,10198.93,10094.36,9990.81,9888.27,9786.72,9686.16,9586.57,9487.96,9390.31,9293.62,9197.87,9103.06,9009.18,8916.22,8824.17,8733.03,8642.79,8553.43,8464.96,8377.36,8290.63,8204.76,8119.74,8035.56,7952.25,7869.81,7788.22,7707.48,7627.57,7548.5,7470.24,7392.79,7316.15,7240.3,7165.24,7090.96,7017.44,6944.69,6872.69,6801.44,6730.93,6661.15,6592.09,6523.75,6456.12,6389.19,6322.95,6257.4,6192.52,6128.32,6064.79,6001.92,5939.69,5878.11,5817.18,5756.87,5697.18,5638.12,5579.67,5521.82,5464.58,5407.92,5351.86,5296.38,5241.47,5187.13,5133.35
93,14122.31,13988.63,13856.11,13724.75,13594.53,13465.46,13337.51,13210.69,13084.98,12960.38,12836.88,12714.46,12593.14,12472.88,12353.7,12235.57,12118.5,12002.47,11887.47,11773.51,11660.56,11548.63,11437.7,11327.77,11218.83,11110.87,11003.88,10897.87,10792.81,10688.71,10585.55,10483.32,10382.03,10281.66,10182.21,10083.66,9986.02,9889.27,9793.4,9698.42,9604.31,9511.06,9418.67,9327.14,9236.49,9146.72,9057.83,8969.8,8882.63,8796.3,8710.81,8626.15,8542.32,8459.3,8377.09,8295.67,8215.05,8135.21,8056.15,7977.85,7900.32,7823.54,7747.5,7672.21,7597.65,7523.81,7450.69,7378.28,7306.57,7235.56,7165.24,7095.6,7026.64,6958.35,6890.73,6823.76,6757.44,6691.77,6626.73,6562.33,6498.55,6435.4,6372.85,6310.92,6249.58,6188.85,6128.7,6069.14
94,15883.17,15743.12,15604.19,15466.37,15329.66,15194.05,15059.53,14926.1,14793.74,14662.46,14532.25,14403.09,14274.98,14147.92,14021.9,13896.91,13772.94,13650.0,13528.06,13407.13,13287.2,13168.26,13050.3,12933.32,12817.31,12702.27,12588.18,12475.05,12362.86,12251.61,12141.29,12031.9,11923.43,11815.86,11709.21,11603.45,11498.59,11394.61,11291.52,11189.3,11087.94,10987.45,10887.82,10789.08,10691.24,10594.29,10498.22,10403.02,10308.68,10215.2,10122.57,10030.77,9939.81,9849.68,9760.36,9671.85,9584.14,9497.23,9411.11,9325.76,9241.2,9157.39,9074.35,8992.06,8910.52,8829.72,8749.65,8670.31,8591.68,8513.77,8436.56,8360.06,8284.25,8209.12,8134.68,8060.92,7987.82,7915.38,7843.6,7772.48,7701.99,7632.15,7562.94,7494.36,7426.4,7359.05,7292.32,7226.19
95,17709.47,17564.75,17421.09,17278.48,17136.91,16996.39,16856.89,16718.43,16580.99,16444.56,16309.15,16174.74,16041.33,15908.92,15777.5,15647.06,15517.6,15389.11,15261.59,15135.03,15009.43,14884.77,14761.06,14638.29,14516.46,14395.55,14275.56,14156.49,14038.33,13921.08,13804.73,13689.27,13574.7,13461.02,13348.21,13236.27,13125.21,13015.0,12905.65,12797.16,12689.5,12582.69,12476.78,12371.75,12267.62,12164.35,12061.96,11960.43,11859.75,11759.93,11660.94,11562.78,11465.45,11368.94,11273.25,11178.36,11084.26,10990.96,10898.45,10806.71,10715.75,10625.55,10536.11,10447.42,10359.48,10272.28,10185.81,10100.08,10015.06,9930.76,9847.17,9764.28,9682.09,9600.59,9519.78,9439.65,9360.19,9281.4,9203.28,9125.81,9048.99,8972.82,8897.29,8822.4,8748.14,8674.5,8601.49,8529.08
96,19754.3,19605.54,19457.76,19310.96,19165.13,19020.28,18876.39,18733.46,18591.48,18450.46,18310.39,18171.25,18033.06,17895.8,17759.48,17624.08,17489.6,17356.03,17223.38,17091.64,16960.8,16830.85,16701.81,16573.65,16446.38,16319.98,16194.47,16069.82,15946.05,15823.13,15701.08,15579.88,15459.52,15340.01,15221.34,15103.51,14986.51,14870.33,14754.98,14640.44,14526.72,14413.88,14301.91,14190.82,14080.59,13971.21,13862.68,13755.0,13648.15,13542.14,13436.95,13332.57,13229.0,13126.24,13024.28,12923.11,12822.73,12723.12,12624.29,12526.23,12428.93,12332.38,12236.59,12141.53,12047.22,11953.64,11860.79,11768.65,11677.24,11586.53,11496.53,11407.23,11318.62,11230.7,11143.46,11056.9,10971.01,10885.79,10801.23,10717.33,10634.08,10551.47,10469.51,10388.19,10307.49,10227.43,10147.98,10069.15
97,21999.38,21847.85,21697.22,21547.48,21398.63,21250.67,21103.59,20957.38,20812.06,20667.6,20524.02,20381.3,20239.45,20098.45,19958.31,19819.03,19680.59,19543.0,19406.25,19270.35,19135.28,19001.04,18867.63,18735.05,18603.29,18472.35,18342.23,18212.91,18084.41,17956.71,17829.82,17703.72,17578.41,17453.9,17330.18,17207.23,17085.07,16963.69,16843.08,16723.24,16604.25,16486.11,16368.81,16252.34,16136.7,16021.89,15907.89,15794.7,15682.32,15570.74,15459.95,15349.95,15240.73,15132.29,15024.62,14917.72,14811.58,14706.19,14601.55,14497.66,14394.51,14292.09,14190.4,14089.43,13989.18,13889.65,13790.82,13692.7,13595.27,13498.54,13402.49,13307.13,13212.45,13118.44,13025.1,12932.43,12840.41,12749.05,12658.34,12568.27,12478.85,12390.06,12301.9,12214.37,12127.46,12041.17,11955.5,11870.43
98,24582.93,24429.32,24276.5,24124.49,23973.27,23822.85,23673.22,23524.38,23376.33,23229.06,23082.58,22936.88,22791.96,22647.82,22504.45,22361.85,22220.03,22078.97,21938.68,21799.15,21660.38,21522.37,21385.12,21248.62,21112.88,20977.88,20843.63,20710.12,20577.35,20445.32,20314.03,20183.47,20053.65,19924.55,19796.17,19668.52,19541.59,19415.38,19289.89,19165.2,19041.32,18918.25,18795.96,18674.47,18553.76,18433.84,18314.68,18196.3,18078.69,17961.83,17845.73,17730.38,17615.78,17501.91,17388.78,17276.39,17164.72,17053.77,16943.54,16834.02,16725.21,16617.1,16509.69,16402.98,16296.95,16191.61,16086.95,15982.97,15879.66,15777.02,15675.04,15573.72,15473.06,15373.04,15273.68,15174.95,15076.86,14979.41,14882.59,14786.39,14690.82,14595.86,14501.51,14407.78,14314.65,14222.13,14130.2,14038.86
99,27396.1,27242.23,27089.05,26936.57,26784.79,26633.69,26483.29,26333.59,26184.57,26036.24,25888.6,25741.65,25595.38,25449.79,25304.89,25160.67,25017.13,24874.26,24732.08,24590.57,24449.73,24309.57,24170.07,24031.25,23893.09,23755.6,23618.78,23482.62,23347.11,23212.27,23078.09,22944.57,22811.69,22679.48,22547.91,22416.99,22286.72,22157.1,22028.23,21900.11,21772.73,21646.1,21520.2,21395.03,21270.59,21146.88,21023.89,20901.61,20780.04,20659.18,20539.02,20419.56,20300.8,20182.72,20065.34,19948.63,19832.61,19717.26,19602.58,19488.57,19375.22,19262.53,19150.49,19039.11,18928.37,18818.28,18708.83,18600.02,18491.83,18384.28,18277.36,18171.05,18065.36,17960.29,17855.83,17751.98,17648.73,17546.08,17444.03,17342.57,17241.7,17141.42,17041.73,16942.61,16844.07,16746.1,16648.7,16551.87
