,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113
50,284.52,255.26,268.06,261.35,260.5,260.58,248.44,258.47,240.03,219.47,220.84,212.78,216.58,218.04,215.19,209.67,218.26,212.68,197.83,199.82,197.21,194.57,191.98,189.48,187.02,184.64,182.33,179.97,177.71,175.62,173.51,171.36,169.27,167.21,165.19,163.23,161.28,159.29,157.38,155.57,153.79,152.08,150.27,148.32,146.53,144.67,142.86,141.28,139.65,137.93,136.19,134.45,132.74,131.16,129.61,127.97,126.43,125.01,123.49,121.89,120.27,118.86,117.55,116.1,114.64,113.21,111.79,110.42,109.11,107.85,106.58,105.29,104.0,102.75,101.61,100.47,99.22,97.93,96.69,95.55,94.5,93.42,92.27,90.99,89.84,88.78,87.67,86.64,85.54,84.52,83.54,82.55,81.62,80.6,79.64,78.66,77.59,76.64,75.69,74.88,74.07,73.08,72.12,71.24,70.48,69.66,68.8,67.94,67.09,66.36,65.65,64.68,63.79,63.06,62.36,61.76,61.05,60.32,59.59,58.88,58.17,57.47,56.78,56.1,55.43,54.76,54.11,53.46,52.82,52.18,51.56,50.94,50.33,49.72,49.13,48.54,47.96,47.38,46.81,46.25,45.7,45.15,44.61,44.07,43.54,43.02,42.5,41.99,41.49,40.99,40.5,40.01,39.53,39.06,38.59,38.13,37.67,37.22,36.77,36.33,35.9,35.47,35.04
51,279.55,286.98,283.83,270.46,261.56,265.32,277.9,221.67,251.68,247.51,241.17,230.41,232.32,230.21,242.33,233.0,234.12,215.81,218.04,215.21,212.33,209.38,206.48,203.84,201.23,198.62,196.09,193.58,191.14,188.77,186.44,184.19,181.96,179.66,177.42,175.27,173.19,171.28,169.31,167.25,165.3,163.4,161.5,159.47,157.38,155.47,153.69,152.0,150.12,148.21,146.33,144.48,142.7,140.96,139.17,137.45,135.89,134.27,132.66,131.02,129.41,127.92,126.34,124.64,123.1,121.64,120.12,118.65,117.26,115.87,114.51,113.19,111.8,110.5,109.24,107.94,106.51,105.1,103.92,102.82,101.52,100.12,98.88,97.75,96.61,95.45,94.29,93.05,92.0,90.94,89.81,88.74,87.68,86.6,85.47,84.33,83.38,82.45,81.46,80.5,79.44,78.41,77.53,76.72,75.86,74.89,73.86,72.89,72.04,71.37,70.48,69.61,68.77,67.86,67.09,66.31,65.51,64.73,63.95,63.18,62.43,61.68,60.94,60.21,59.48,58.77,58.06,57.37,56.68,56.0,55.33,54.66,54.01,53.36,52.72,52.09,51.46,50.85,50.24,49.63,49.04,48.45,47.87,47.29,46.73,46.17,45.61,45.07,44.53,43.99,43.46,42.94,42.43,41.92,41.41,40.92,40.43,39.94,39.46,38.99,38.52,38.06,37.6
52,317.54,280.53,309.72,306.07,270.62,280.12,280.68,288.22,265.49,260.9,253.6,253.01,251.58,257.1,264.86,253.1,235.34,237.84,234.72,231.52,228.42,225.27,222.27,219.3,216.44,213.79,211.0,208.33,205.66,203.0,200.56,198.2,195.71,193.23,190.94,188.69,186.58,184.41,182.12,179.9,177.73,175.85,173.82,171.57,169.47,167.3,165.38,163.46,161.41,159.43,157.44,155.49,153.57,151.66,149.85,148.07,146.23,144.51,142.85,141.04,139.21,137.55,135.8,134.12,132.62,130.92,129.25,127.76,126.24,124.73,123.27,121.81,120.33,118.91,117.54,116.06,114.58,113.23,111.92,110.46,109.02,107.78,106.56,105.22,103.92,102.66,101.44,100.31,99.04,97.82,96.65,95.54,94.25,93.05,91.97,90.88,89.84,88.7,87.62,86.52,85.42,84.48,83.56,82.55,81.54,80.52,79.56,78.59,77.68,76.73,75.83,74.95,73.93,73.0,72.05,71.18,70.33,69.49,68.65,67.83,67.01,66.21,65.42,64.63,63.86,63.09,62.33,61.59,60.85,60.12,59.4,58.68,57.98,57.28,56.6,55.92,55.25,54.58,53.93,53.28,52.64,52.01,51.39,50.77,50.16,49.56,48.97,48.38,47.8,47.23,46.66,46.1,45.55,45.0,44.46,43.93,43.4,42.88,42.37,41.86,41.35,40.86,40.37
53,329.58,316.77,319.58,323.4,302.7,310.44,296.83,294.42,288.18,278.67,267.29,291.98,276.26,275.09,276.43,256.7,259.36,256.04,252.65,249.34,245.98,242.66,239.43,236.28,233.33,230.3,227.38,224.53,221.61,218.84,216.2,213.57,210.95,208.44,205.97,203.51,201.08,198.7,196.3,193.93,191.78,189.61,187.26,185.02,182.65,180.32,178.34,176.32,174.11,171.86,169.78,167.67,165.6,163.62,161.58,159.67,157.75,155.84,153.95,151.97,150.18,148.42,146.58,144.83,143.0,141.21,139.57,137.92,136.18,134.49,132.93,131.34,129.83,128.24,126.69,125.21,123.61,122.09,120.65,119.24,117.83,116.38,114.84,113.45,112.11,110.79,109.51,108.09,106.82,105.6,104.33,102.97,101.65,100.43,99.19,98.05,96.96,95.73,94.46,93.38,92.31,91.23,90.11,88.95,87.9,86.95,85.94,84.86,83.73,82.65,81.75,80.75,79.77,78.87,77.93,76.99,76.07,75.16,74.25,73.36,72.48,71.61,70.76,69.91,69.07,68.24,67.42,66.61,65.81,65.02,64.24,63.47,62.71,61.96,61.22,60.48,59.76,59.04,58.33,57.63,56.94,56.26,55.58,54.92,54.26,53.61,52.96,52.33,51.7,51.08,50.47,49.86,49.26,48.67,48.09,47.51,46.94,46.38,45.82,45.27,44.73,44.19,43.66
54,356.37,340.98,355.66,363.03,344.32,341.37,322.3,299.23,303.77,289.91,304.27,304.43,296.43,285.96,280.53,283.41,279.9,276.33,272.67,269.06,265.49,262.08,258.75,255.32,252.02,248.82,245.68,242.59,239.52,236.56,233.77,230.92,228.1,225.35,222.62,219.99,217.46,214.9,212.34,209.85,207.45,205.04,202.57,200.04,197.47,195.18,193.01,190.67,188.22,185.85,183.46,181.28,179.18,176.96,174.84,172.69,170.59,168.59,166.51,164.45,162.61,160.6,158.56,156.6,154.7,152.79,150.97,149.17,147.29,145.55,143.78,142.12,140.45,138.75,137.09,135.32,133.72,132.19,130.57,129.02,127.42,125.82,124.29,122.74,121.28,119.9,118.44,117.01,115.62,114.22,112.85,111.45,110.04,108.65,107.34,106.21,104.91,103.54,102.35,101.08,99.87,98.75,97.5,96.25,95.16,94.12,92.94,91.7,90.57,89.54,88.46,87.39,86.44,85.41,84.38,83.37,82.37,81.38,80.41,79.44,78.49,77.55,76.62,75.7,74.79,73.89,73.01,72.13,71.27,70.41,69.57,68.73,67.91,67.09,66.29,65.49,64.71,63.93,63.17,62.41,61.66,60.92,60.19,59.47,58.75,58.05,57.35,56.66,55.98,55.31,54.65,53.99,53.35,52.71,52.07,51.45,50.83,50.22,49.62,49.03,48.44,47.86,47.28
55,370.18,384.3,368.88,362.0,348.51,338.67,342.92,346.77,331.74,330.27,341.89,314.91,323.77,307.12,310.41,306.55,302.65,298.78,294.93,291.08,287.46,283.9,280.09,276.46,273.08,269.69,266.15,262.74,259.6,256.54,253.5,250.49,247.42,244.36,241.53,238.77,235.95,233.08,230.37,227.71,225.02,222.39,219.72,216.94,214.25,211.72,209.25,206.79,204.17,201.58,199.24,196.89,194.43,192.01,189.76,187.44,185.07,182.88,180.75,178.6,176.31,174.09,171.97,169.87,167.75,165.71,163.73,161.77,159.88,157.92,156.0,154.21,152.4,150.47,148.63,146.92,145.14,143.32,141.63,139.94,138.25,136.61,134.86,133.2,131.63,130.06,128.47,126.84,125.37,123.91,122.38,120.87,119.43,117.96,116.55,115.15,113.75,112.46,111.01,109.61,108.43,107.18,105.79,104.45,103.22,102.02,100.74,99.5,98.37,97.22,96.07,94.93,93.79,92.66,91.55,90.45,89.37,88.3,87.24,86.19,85.16,84.14,83.13,82.13,81.15,80.17,79.21,78.26,77.32,76.39,75.48,74.57,73.68,72.79,71.92,71.06,70.21,69.36,68.53,67.71,66.9,66.1,65.3,64.52,63.75,62.98,62.23,61.48,60.74,60.01,59.29,58.58,57.88,57.19,56.5,55.82,55.15,54.49,53.84,53.19,52.55,51.92,51.3
56,414.0,398.13,397.7,393.55,376.31,372.31,374.44,356.32,357.2,373.37,352.33,360.66,336.6,340.29,336.04,331.72,327.56,323.51,319.41,315.49,311.55,307.54,303.68,299.84,296.13,292.46,288.73,285.26,281.88,278.4,275.16,271.98,268.61,265.4,262.34,259.22,256.09,253.13,250.14,247.08,244.32,241.53,238.48,235.52,232.68,229.85,227.15,224.46,221.82,219.06,216.29,213.67,211.14,208.67,206.02,203.38,200.93,198.57,196.23,193.76,191.31,188.98,186.7,184.47,182.19,179.91,177.79,175.69,173.52,171.46,169.45,167.48,165.4,163.43,161.47,159.46,157.57,155.69,153.81,151.98,150.2,148.35,146.54,144.7,142.89,141.25,139.51,137.8,136.14,134.49,132.83,131.23,129.75,128.1,126.51,125.01,123.57,122.08,120.5,119.13,117.77,116.27,114.69,113.32,112.17,110.82,109.44,108.09,106.78,105.57,104.35,103.1,101.86,100.64,99.44,98.24,97.06,95.9,94.75,93.61,92.49,91.38,90.29,89.2,88.13,87.08,86.03,85.0,83.98,82.97,81.98,81.0,80.02,79.06,78.12,77.18,76.25,75.34,74.43,73.54,72.66,71.79,70.93,70.08,69.24,68.41,67.59,66.78,65.97,65.18,64.4,63.63,62.87,62.11,61.37,60.63,59.9,59.19,58.48,57.77,57.08,56.4,55.72
57,430.9,424.89,435.46,421.91,391.61,413.09,402.85,385.43,407.04,365.79,395.38,368.98,373.09,368.42,363.78,359.27,354.85,350.58,346.35,341.93,337.72,333.69,329.4,325.19,321.31,317.39,313.49,309.73,305.89,302.23,298.81,295.24,291.63,288.1,284.62,281.34,278.12,274.78,271.46,268.27,265.19,262.09,258.96,255.79,252.54,249.47,246.55,243.7,240.75,237.66,234.81,232.11,229.2,226.34,223.56,220.8,218.12,215.58,213.05,210.35,207.73,205.22,202.78,200.39,197.89,195.44,193.03,190.64,188.45,186.24,184.02,181.75,179.53,177.39,175.25,173.19,171.0,169.0,167.05,164.96,163.03,161.19,159.09,157.07,155.24,153.4,151.52,149.65,147.9,146.06,144.28,142.62,140.83,139.05,137.4,135.79,134.15,132.52,130.97,129.36,127.71,126.14,124.69,123.25,121.78,120.34,118.8,117.34,115.97,114.59,113.21,111.86,110.51,109.19,107.88,106.59,105.31,104.04,102.8,101.56,100.35,99.14,97.95,96.78,95.62,94.47,93.34,92.22,91.11,90.02,88.94,87.87,86.82,85.78,84.75,83.73,82.73,81.74,80.76,79.79,78.83,77.89,76.95,76.03,75.12,74.22,73.33,72.45,71.58,70.72,69.87,69.03,68.21,67.39,66.58,65.78,64.99,64.21,63.44,62.68,61.93,61.19,60.45
58,463.47,472.44,419.6,456.71,436.37,421.48,412.89,438.53,417.33,440.93,404.3,408.88,403.87,398.91,394.02,389.16,384.55,380.04,375.32,370.78,366.41,361.92,357.32,352.86,348.61,344.41,340.3,336.2,332.11,328.19,324.34,320.49,316.57,312.72,309.2,305.58,301.87,298.24,294.64,291.25,287.89,284.55,281.09,277.57,274.2,270.91,267.76,264.59,261.31,258.1,254.95,251.82,248.75,245.78,242.77,239.79,236.95,234.13,231.3,228.45,225.64,222.94,220.25,217.5,214.9,212.27,209.59,207.16,204.68,202.21,199.78,197.4,195.1,192.73,190.42,188.06,185.81,183.62,181.31,179.2,177.17,174.92,172.76,170.61,168.53,166.66,164.62,162.48,160.57,158.75,156.73,154.79,152.9,151.1,149.27,147.4,145.72,144.06,142.27,140.48,138.87,137.23,135.49,133.85,132.3,130.64,129.12,127.61,125.96,124.44,122.95,121.48,120.02,118.58,117.16,115.75,114.37,113.0,111.64,110.3,108.98,107.67,106.38,105.1,103.84,102.6,101.37,100.15,98.95,97.77,96.59,95.43,94.29,93.16,92.04,90.94,89.85,88.77,87.71,86.65,85.61,84.59,83.57,82.57,81.58,80.6,79.64,78.68,77.74,76.81,75.88,74.97,74.08,73.19,72.31,71.44,70.59,69.74,68.9,68.08,67.26,66.45,65.66
59,492.15,506.41,508.49,464.43,458.22,483.97,493.65,453.23,473.63,442.76,447.75,442.37,437.0,431.75,426.55,421.32,416.36,411.51,406.64,401.76,396.91,392.04,387.14,382.41,377.77,373.25,368.87,364.45,359.98,355.67,351.56,347.36,343.2,339.18,335.03,331.02,327.18,323.2,319.38,315.61,311.96,308.43,304.73,300.88,297.18,293.72,290.17,286.7,283.34,279.73,276.17,272.86,269.57,266.22,263.07,260.02,256.76,253.75,250.71,247.66,244.74,241.68,238.7,235.86,232.94,230.04,227.37,224.59,221.89,219.27,216.7,214.14,211.47,208.98,206.43,203.9,201.47,198.99,196.66,194.4,192.03,189.67,187.33,185.04,182.87,180.62,178.3,176.22,174.15,171.96,169.92,167.91,165.87,163.82,161.82,159.95,158.07,156.16,154.36,152.5,150.65,148.82,146.96,145.18,143.43,141.69,139.95,138.33,136.67,135.03,133.41,131.81,130.23,128.67,127.13,125.6,124.1,122.61,121.14,119.68,118.25,116.83,115.43,114.05,112.68,111.33,109.99,108.67,107.37,106.08,104.81,103.55,102.31,101.09,99.87,98.68,97.49,96.32,95.17,94.03,92.9,91.79,90.68,89.6,88.52,87.46,86.41,85.38,84.35,83.34,82.34,81.35,80.38,79.41,78.46,77.52,76.59,75.67,74.77,73.87,72.98,72.11,71.24
60,546.78,530.9,509.29,527.34,532.73,516.15,499.28,516.33,484.19,489.62,483.8,478.01,472.27,466.71,461.05,455.46,450.08,444.79,439.49,434.17,428.89,423.71,418.61,413.36,408.27,403.45,398.61,393.79,389.17,384.57,379.93,375.39,370.92,366.45,362.07,357.91,353.61,349.37,345.32,341.28,337.33,333.34,329.24,325.24,321.27,317.3,313.53,309.92,306.19,302.26,298.56,294.96,291.37,287.92,284.42,280.98,277.63,274.35,271.1,267.77,264.46,261.25,258.03,254.85,251.83,248.81,245.71,242.77,239.79,237.03,234.26,231.29,228.6,225.82,223.09,220.44,217.83,215.28,212.69,210.11,207.52,205.04,202.63,200.09,197.6,195.24,192.87,190.56,188.26,186.03,183.8,181.5,179.3,177.16,174.99,172.85,170.77,168.84,166.79,164.81,162.89,160.83,158.89,156.98,155.04,153.14,151.41,149.6,147.8,146.03,144.28,142.55,140.84,139.15,137.48,135.83,134.2,132.6,131.01,129.44,127.88,126.35,124.83,123.34,121.86,120.4,118.95,117.53,116.12,114.73,113.35,111.99,110.65,109.32,108.01,106.72,105.44,104.17,102.92,101.69,100.47,99.26,98.07,96.9,95.74,94.59,93.45,92.33,91.23,90.13,89.05,87.98,86.93,85.89,84.86,83.84,82.83,81.84,80.86,79.89,78.93,77.99,77.05
61,588.05,582.89,568.84,563.85,562.38,558.03,556.64,528.84,534.9,528.54,522.24,515.86,509.76,503.77,497.64,491.61,485.71,479.97,474.3,468.49,462.82,457.3,451.7,446.15,440.7,435.34,430.12,425.12,420.05,414.84,409.89,405.16,400.33,395.45,390.87,386.22,381.61,377.21,372.71,368.22,363.89,359.67,355.35,350.93,346.59,342.4,338.4,334.5,330.42,326.24,322.24,318.35,314.52,310.75,307.07,303.31,299.66,296.1,292.45,288.83,285.38,281.95,278.45,275.1,271.87,268.51,265.11,261.84,258.9,255.94,252.67,249.6,246.64,243.69,240.78,238.0,235.15,232.24,229.45,226.72,223.96,221.3,218.64,215.9,213.31,210.73,208.18,205.74,203.27,200.83,198.34,195.91,193.6,191.27,188.87,186.51,184.34,182.1,179.93,177.82,175.67,173.66,171.53,169.44,167.41,165.31,163.32,161.37,159.43,157.52,155.63,153.77,151.92,150.1,148.3,146.52,144.77,143.03,141.32,139.62,137.95,136.29,134.66,133.04,131.45,129.87,128.32,126.78,125.26,123.76,122.27,120.81,119.36,117.93,116.51,115.12,113.74,112.37,111.02,109.69,108.38,107.08,105.79,104.53,103.27,102.03,100.81,99.6,98.41,97.23,96.06,94.91,93.77,92.65,91.54,90.44,89.36,88.28,87.23,86.18,85.15,84.13,83.12
62,626.12,613.4,620.51,653.99,609.34,625.93,576.88,583.8,576.94,570.05,563.24,556.48,549.85,543.28,536.72,530.2,523.89,517.76,511.5,505.31,499.31,493.26,487.18,481.19,475.42,469.68,463.91,458.37,452.76,447.39,442.27,436.95,431.69,426.63,421.54,416.44,411.5,406.6,401.85,397.18,392.56,387.88,383.16,378.51,373.88,369.42,365.08,360.72,356.29,351.84,347.55,343.41,339.25,335.14,331.04,327.0,323.07,319.25,315.4,311.59,307.87,304.04,300.22,296.7,293.22,289.52,285.94,282.66,279.31,275.87,272.57,269.32,265.99,262.87,259.77,256.63,253.54,250.49,247.57,244.56,241.57,238.67,235.81,232.91,230.05,227.23,224.55,221.88,219.16,216.55,213.91,211.35,208.87,206.29,203.76,201.35,198.87,196.44,194.14,191.75,189.48,187.23,184.98,182.75,180.41,178.25,176.11,174.0,171.92,169.86,167.82,165.81,163.82,161.86,159.92,158.0,156.1,154.23,152.38,150.56,148.75,146.97,145.21,143.47,141.75,140.05,138.37,136.71,135.07,133.45,131.85,130.27,128.71,127.16,125.64,124.13,122.64,121.17,119.72,118.29,116.87,115.47,114.08,112.72,111.36,110.03,108.71,107.41,106.12,104.85,103.59,102.35,101.12,99.91,98.71,97.53,96.36,95.2,94.06,92.93,91.82,90.72,89.63
63,664.2,687.08,685.13,683.91,679.72,628.66,636.68,629.44,622.07,614.7,607.24,599.96,592.82,585.7,578.65,571.73,564.9,558.17,551.55,544.97,538.3,531.64,525.13,518.79,512.55,506.25,500.13,494.13,488.22,482.38,476.65,471.08,465.39,459.85,454.4,448.89,443.6,438.5,433.34,428.14,423.15,418.25,413.21,408.07,403.05,398.15,393.46,388.83,384.02,379.38,374.78,370.2,365.71,361.27,356.91,352.53,348.28,344.16,340.04,335.9,331.82,327.7,323.67,319.9,316.1,312.23,308.49,304.71,300.97,297.46,293.89,290.36,286.95,283.42,280.07,276.75,273.35,270.11,266.87,263.63,260.42,257.32,254.13,251.02,247.99,244.99,242.11,239.18,236.27,233.42,230.62,227.87,225.17,222.44,219.73,217.05,214.36,211.8,209.26,206.7,204.25,201.89,199.45,196.87,194.51,192.18,189.88,187.6,185.35,183.13,180.94,178.77,176.62,174.51,172.41,170.35,168.31,166.29,164.29,162.33,160.38,158.46,156.56,154.68,152.83,150.99,149.18,147.4,145.63,143.88,142.16,140.45,138.77,137.11,135.46,133.84,132.23,130.65,129.08,127.54,126.01,124.5,123.0,121.53,120.07,118.63,117.21,115.81,114.42,113.05,111.69,110.35,109.03,107.72,106.43,105.15,103.89,102.65,101.42,100.2,99.0,97.81,96.64
64,717.24,739.55,735.18,729.33,685.16,694.19,686.65,678.94,671.04,662.93,654.9,647.08,639.39,631.81,624.28,616.63,609.23,602.05,594.8,587.57,580.45,573.38,566.32,559.45,552.66,545.98,539.39,532.81,526.36,520.11,514.03,507.85,501.78,495.86,489.86,484.01,478.41,472.81,467.17,461.77,456.44,451.03,445.48,439.89,434.5,429.33,424.3,419.29,414.25,409.15,404.16,399.22,394.37,389.57,384.82,380.18,375.6,371.14,366.67,362.24,357.88,353.44,349.1,344.99,340.83,336.62,332.52,328.49,324.56,320.69,316.97,313.16,309.26,305.66,302.01,298.38,294.85,291.24,287.72,284.33,280.87,277.34,273.99,270.71,267.44,264.24,261.1,257.9,254.79,251.75,248.72,245.77,242.72,239.79,236.9,233.94,231.1,228.41,225.64,222.96,220.29,217.58,214.92,212.34,209.79,207.28,204.79,202.34,199.91,197.52,195.15,192.81,190.5,188.22,185.96,183.73,181.53,179.35,177.2,175.08,172.98,170.91,168.86,166.83,164.83,162.86,160.91,158.98,157.07,155.19,153.33,151.49,149.68,147.88,146.11,144.36,142.63,140.92,139.23,137.56,135.91,134.28,132.67,131.08,129.51,127.96,126.42,124.91,123.41,121.93,120.47,119.03,117.6,116.19,114.8,113.42,112.06,110.72,109.39,108.08,106.78,105.5,104.24
65,786.66,779.71,828.01,747.64,757.59,749.9,741.96,733.56,724.83,716.08,707.49,699.08,690.89,682.6,674.25,666.02,658.06,650.21,642.45,634.74,626.99,619.28,611.78,604.25,596.93,589.77,582.43,575.45,568.6,561.78,555.22,548.6,541.97,535.43,529.05,522.79,516.67,510.7,504.74,498.78,492.95,487.16,481.15,475.26,469.53,463.88,458.44,453.02,447.42,441.91,436.44,431.12,425.95,420.78,415.7,410.7,405.73,400.86,396.06,391.31,386.61,381.77,377.04,372.45,367.93,363.54,359.15,354.82,350.61,346.51,342.35,338.14,334.1,330.14,326.18,322.23,318.4,314.58,310.85,307.16,303.34,299.59,296.02,292.44,288.91,285.45,282.02,278.53,275.14,271.9,268.58,265.36,262.23,258.97,255.79,252.71,249.67,246.68,243.74,240.78,237.83,235.06,232.25,229.46,226.71,223.99,221.31,218.66,216.04,213.45,210.89,208.36,205.86,203.4,200.96,198.55,196.17,193.82,191.5,189.2,186.93,184.69,182.48,180.29,178.13,176.0,173.89,171.8,169.74,167.71,165.7,163.71,161.75,159.81,157.9,156.0,154.13,152.29,150.46,148.66,146.88,145.12,143.38,141.66,139.96,138.28,136.63,134.99,133.37,131.77,130.19,128.63,127.09,125.57,124.06,122.58,121.11,119.65,118.22,116.8,115.4,114.02,112.65
66,870.16,866.48,817.82,828.92,820.87,812.63,803.67,794.33,785.03,775.67,766.35,757.18,748.11,739.21,730.18,721.25,712.61,704.22,695.85,687.27,678.93,670.72,662.41,654.36,646.51,638.56,630.81,623.22,615.72,608.44,601.22,594.08,586.99,579.97,573.01,566.17,559.55,553.06,546.54,540.09,533.89,527.55,521.09,514.84,508.57,502.33,496.37,490.49,484.55,478.56,472.7,466.95,461.18,455.56,450.18,444.74,439.38,434.15,428.86,423.8,418.66,413.38,408.27,403.4,398.57,393.57,388.81,384.28,379.79,375.28,370.74,366.26,361.9,357.57,353.17,348.9,344.81,340.73,336.6,332.49,328.51,324.54,320.55,316.71,312.97,309.15,305.25,301.51,297.93,294.35,290.94,287.49,283.83,280.41,277.03,273.67,270.37,267.14,263.97,260.73,257.67,254.58,251.53,248.52,245.54,242.6,239.69,236.82,233.98,231.17,228.4,225.67,222.96,220.29,217.65,215.04,212.47,209.92,207.4,204.92,202.46,200.04,197.64,195.27,192.93,190.62,188.33,186.08,183.85,181.64,179.47,177.32,175.19,173.09,171.02,168.97,166.94,164.94,162.96,161.01,159.08,157.18,155.29,153.43,151.59,149.78,147.98,146.21,144.46,142.72,141.01,139.32,137.65,136.0,134.37,132.76,131.17,129.6,128.05,126.51,125.0,123.5,122.02
67,937.25,896.94,909.2,900.38,891.55,882.33,872.46,862.47,852.44,842.22,831.98,822.01,812.23,802.46,792.75,783.1,773.74,764.64,755.39,746.17,737.12,728.09,719.21,710.43,701.77,693.22,684.77,676.56,668.48,660.48,652.76,645.13,637.35,629.66,622.11,614.69,607.53,600.41,593.31,586.3,579.45,572.63,565.78,558.89,552.0,545.35,538.99,532.5,525.97,519.52,513.0,506.75,500.72,494.8,488.77,482.83,477.05,471.3,465.71,460.07,454.47,448.88,443.37,438.04,432.69,427.46,422.31,417.25,412.35,407.33,402.34,397.59,392.91,388.1,383.36,378.89,374.41,369.76,365.22,360.92,356.67,352.4,348.09,343.91,339.75,335.45,331.34,327.43,323.47,319.7,315.96,311.98,308.16,304.45,300.76,297.13,293.57,290.09,286.64,283.19,279.79,276.44,273.13,269.85,266.62,263.43,260.27,257.15,254.07,251.02,248.02,245.04,242.11,239.21,236.34,233.51,230.71,227.95,225.22,222.52,219.85,217.22,214.61,212.04,209.5,206.99,204.51,202.06,199.64,197.25,194.88,192.55,190.24,187.96,185.71,183.48,181.28,179.11,176.97,174.85,172.75,170.68,168.64,166.61,164.62,162.65,160.7,158.77,156.87,154.99,153.13,151.3,149.48,147.69,145.92,144.17,142.45,140.74,139.05,137.39,135.74,134.11,132.51
68,986.07,999.5,989.73,979.91,970.08,959.99,949.45,938.57,927.48,916.35,905.38,894.44,883.75,873.2,862.61,852.11,841.92,831.99,821.93,811.92,802.08,792.26,782.46,772.78,763.35,754.26,745.09,736.08,727.27,718.56,710.19,701.83,693.4,685.13,676.92,668.83,661.01,653.26,645.57,638.02,630.55,623.15,615.67,608.14,600.68,593.45,586.32,579.32,572.3,565.09,558.26,551.65,545.0,538.43,531.89,525.34,519.08,512.96,506.72,500.68,494.59,488.33,482.39,476.75,471.1,465.25,459.53,454.11,448.62,443.1,437.9,432.7,427.35,422.22,417.27,412.29,407.3,402.37,397.53,392.9,388.24,383.41,378.76,374.23,369.58,365.11,360.81,356.42,352.11,347.95,343.7,339.45,335.35,331.35,327.4,323.42,319.54,315.83,312.05,308.31,304.62,300.97,297.36,293.8,290.28,286.8,283.36,279.97,276.61,273.3,270.03,266.79,263.59,260.44,257.32,254.23,251.19,248.18,245.2,242.27,239.36,236.5,233.66,230.86,228.1,225.37,222.66,220.0,217.36,214.76,212.18,209.64,207.13,204.65,202.2,199.77,197.38,195.02,192.68,190.37,188.09,185.84,183.61,181.41,179.24,177.09,174.97,172.87,170.8,168.75,166.73,164.74,162.76,160.81,158.88,156.98,155.1,153.24,151.41,149.59,147.8,146.03,144.28
69,1101.94,1091.01,1080.16,1069.36,1058.72,1047.62,1035.86,1023.89,1011.84,999.82,987.73,975.89,964.32,952.69,941.11,929.67,918.54,907.73,896.76,885.83,875.07,864.26,853.51,842.95,832.92,822.93,812.88,803.12,793.43,783.97,774.85,765.73,756.63,747.5,738.51,729.84,721.2,712.81,704.5,696.08,687.93,679.96,671.8,663.53,655.37,647.46,639.86,632.26,624.45,616.75,609.25,601.91,594.71,587.44,580.2,573.3,566.42,559.64,553.09,546.36,539.49,532.77,526.48,520.3,513.91,507.67,501.58,495.55,489.58,483.76,477.92,472.05,466.44,460.87,455.33,449.89,444.5,439.15,433.88,428.67,423.52,418.42,413.34,408.31,403.37,398.59,393.84,388.94,384.23,379.61,374.98,370.44,365.99,361.68,357.35,353.03,348.89,344.66,340.53,336.45,332.42,328.44,324.51,320.62,316.78,312.98,309.23,305.53,301.87,298.25,294.68,291.15,287.66,284.22,280.81,277.45,274.13,270.84,267.6,264.39,261.22,258.1,255.0,251.95,248.93,245.95,243.0,240.09,237.22,234.37,231.57,228.79,226.05,223.34,220.67,218.03,215.41,212.83,210.28,207.77,205.28,202.82,200.39,197.99,195.62,193.27,190.96,188.67,186.41,184.18,181.97,179.79,177.64,175.51,173.41,171.33,169.28,167.25,165.25,163.27,161.31,159.38,157.47
